acs_col,var_name,universe_col,pretty_name_count,pretty_name_proportion,acs_variable_name_to_interpolate_by_sum_boolean_mapping
B18101_038,females_75_plus_disability,B18101_037,Females 75 and older with a disability (count),Percent of females 75 and older with a disability (proporption of all females 75 and older),TRUE
B19001_001,households_income_determined,,"Total housedholds, income determined",,TRUE
B19001_002,hhincome_less_than_10k,B19001_001,"Households with income of less than 10,000 (count)",,TRUE
B19001_003,household_income_10_14k,B19001_001,"Households earning $10,000 to 14,999 (count)","Percent of households earning $10,000 to $14,999 (proportion of all housedholds)",TRUE
B19001_004,household_income_15_19k,B19001_001,"Households earning $15,000 to 19,999 (count)","Percent of households earning $15,000 to $19,999 (proportion of all households)",TRUE
B19001_005,household_income_20_24k,B19001_001,"Households earning $20,000 to 24,999 (count)","Percent of households earning $20,000 to $24,999 (proportion of all households)",TRUE
B19001_006,household_income_25_29k,B19001_001,"Households earning $25,000 to $29,999 (count)","Percent of households earning $25,000 to $29,999 (proportion of all households)",TRUE
B19001_011,hhincome_50k_to_59k,B19001_001,"Households with income of 50,000 to 59,999 (count)","Percent of households earning $50,000 to 59,999 (proportion of all households)",TRUE
B19001_012,hhincome_60k_to_74k,B19001_001,"Households with income of 60,000 to 74,999 (count)","Percent of households earning $60,000 to 74,999 (proportion of all households)",TRUE
B19001_013,hhincome_75k_to_99k,B19001_001,"Households with income of 75,000 to 99,999 (count)","Percent of households earning $75,000 to $99,999 (proportion of all households)",TRUE
B19001_014,hhincome_100k_to_124k,B19001_001,"Households with income of 100,000 to 124,999 (count)","Percent of households earning $100,000 to 124,999 (proportion of all households)",TRUE
B19001_015,hhincome_125k_to_149k,B19001_001,"Households with income of 125,000 to 149,999(count)","Percent of households earning $125,000 to 149,999 (proportion all households)",TRUE
B19001_016,hhincome_150k_to_199k,B19001_001,"Households with income of 150,000 to 199,999 (count)","Percent of households earning $150,000 to 199,999 (proportion of all households)",TRUE
B19001_017,hhincome_200k_or_more,B19001_001,"Households with income of 200,000 or more (count)","Percent of households earning $200,000 (proportion of all households)",TRUE
B19013_001,med_hincome,,Median Household Income (dollars),,FALSE
B19054_001,total_receive_idr,,"Total population, receipt of interest, dividends, or net rental income is determined (count)",,TRUE
B19054_002,receive_idr,B19054_001,"Households receiving dividends, interest, or rental income (count)","Percent of households receiving dividends, interest, or rental income (Proportion of all households)",TRUE
B19058_001,total_public_asst,,"Total population, public assistance status is determined",,TRUE
B19058_002,public_asst,B19058_001,Households receiving public assistance (count),Percent of households receiving public assistance (proportion of all households),TRUE
B19301_001,per_capita_income,,Mean per capita income,,FALSE
B23025_001,age_16_plus,,Residents 16 years and older (count),,TRUE
B23025_005,unemployed,B23025_001,Residents 16 and older who are unemployed (count),Percent of residents 16 and older who are unemployed (proportion of all residents 16 and over),TRUE
B25001_001,housing_units,,Housing units (count),,TRUE
B25002_001,total_housing_units_occ,,Housing units (count),,TRUE
B25002_003,vacant_units,B25002_001,Housing units that are vacant,Percent of housing units that are vacant (proportion of all housing units),TRUE
B25003_001,occupied_units,B25002_001,Housing units that are occupied (count),Percent of housing units that are occupied (Proportion of all housing units),TRUE
B25003_002,owner_occupied_units,B25003_001,Housing units that are owner-occupied (count),Percent of housing units that are owner-occupied (proportion of all occupied housing units),TRUE
B25014_001,total_occupied_housing_units_room,,"Occupied housing units, rooms determined (count)",,TRUE
B25014_002,total_owner_occ_housing_units_rooms,B25014_001,"Owner occupied housing unit, rooms determined (count)","Percent of owner occupied housing, rooms determined (proportion of all occupied housing, rooms determined)",TRUE
B25014_005,owner_1.01_to_1.5_per_room,B25014_002,Owner-occupied households with 1.01 to 1.5 people per room (count),Percent of owner-occupied households with 1.01 to 1.5 people per room (proportion of all owner-occupied housing that is currently occuped),TRUE
B25014_006,owner_1.51_to_2.0_per_room,B25014_002,Owner-occupied households with 1.51 to 2.0 people per room (count),Percent of owner-occupied households with 1.51 to 2.0 people per room (proportion of owner-occupied housing),TRUE
B25014_007,owner_2.01_or_more_per_room,B25014_002,Owner occupied households with 2.01 or more people per room (count),Percent of owner occupied households with 2.01 or more people per room (proportion of all owner-occupied housing),TRUE
B25014_008,total_renter_occ_units_rooms,,"Total renter occupied units, rooms determined (count)",,TRUE
B25014_011,renter_1.01_to_1.5_per_room,B25014_008,Renter-occuped households with 1.01 to 1.5 people per room (count),Percent of renter-occuped households with 1.01 to 1.5 people per room (Proportion of all renter-occupied housing),TRUE
B25014_012,renter_1.51_to_2.0_per_room,B25014_008,Renter-occupied households with 1.51 to 2.0 people per room (count),Percent of renter-occupied households with 1.51 to 2.0 people per room (proportion of all renter-occupied housing),TRUE
B25014_013,renter_2.01_or_more_per_room,B25014_008,Renter-occupied ouseholds with 2.01 or more people per room (count),Renter-occupied households with 2.01 or more people per room (proportion of all renter-occupied housing),TRUE
B25016_001,total_occupied_housing_units_plumb,,"Occupied housing units, plumbing determined (count)",,TRUE
B25016_007,no_comp_plumb_owner,B25016_001,Owner-occupied households without complete plumbing (count),Percent of owner-occupied households without complete plumbing  (proportion of all households),TRUE
B25016_016,no_comp_plumb_renter,B25016_001,Renter-occupied households without complete plumbing (count),Percent of renter-occupied households without complete plumbing (proportion of all households),TRUE
B25024_001,total_housing_units_count_in_structure,,"Housing units, units in strutcure determined (count)",,TRUE
B25024_007,units_10_to_19,B25024_001,Total housing structures with 10 to 19 units (count),Percent of total housing structures with 10 to 19 units (proportion of all housing strutcures),TRUE
B25024_008,units_20_to_49,B25024_001,Total housing structures with 20 to 49 units (count),Percent of total housing structures with 20 to 49 units (proportion of all housing strutcures),TRUE
B25024_009,units_50_ormore,B25024_001,Total housing structures with 50 or more units (count),Percent of total housing sof tructures with 50 or more units (proportion of all housing strutcures),TRUE
B25024_010,mobile_homes,B25024_001,Total mobile homes (count),Percent of mobile homes (proportion of all housing structures),TRUE
B25038_002,owner_occ_tenure,,"Owner occupied housing, tenure determined",,TRUE
B25038_007,owner_occ_moved_in_1999_to_1990,B25038_002,Owner occupied households who moved in 1990 to 1999 (count),Percent of owner occupied households who moved in 1990 to 1999 (proportion of all owner occupied housing),TRUE
B25038_008,owner_occ_moved_in_1989_earlier,B25038_002,Owner occupied households who moved in 1989 or earlier (count),Percent of owner occupied households who moved in 1989 or earlier (proportion of all owner occupied housing),TRUE
B25038_009,renter_occ_tenure,,"Renter occupied households, tenure determined",,TRUE
B25038_014,renter_occ_moved_in_1999_to_1990,B25038_009,Renter occupied households who moved in 1990 to 1999 (count),Percent of renter occupied households who moved in 1990 to 1999 (proportion of all renter occupied housing,TRUE
B25038_015,renter_occ_moved_in_1989_earlier,B25038_009,Renter occupied households who moved in 1989 or earlier (count),Percent of renter occupied households who moved in 1989 or earlier (proportion of all renter ocuppied households),TRUE
B25043_001,total_occupied_housing_units_tele,,"Occupied housing units, telephone determined (count)",,TRUE
B25043_002,total_owner_occupied_housing_tele,B25043_001,"Owner occupied housing units, telephone determined (count)","Percent of owner occupied housing units, telephone determined (proportion of all occupied housing units, tenure determined)",TRUE
B25043_007,no_phone_owner,B25043_002,Owner occupied households without a telephone (count),Percent of households without a telephone (proportion of all households),TRUE
B25043_011,renter_occupied,B25003_001,Renter-occupied households (count),Percent of housing units that are renter-occupied (percent of all housing units),TRUE
B25043_016,no_phone_renter,B25043_011,Renter occupied households without a telephone (count),Percent of renter occupied households without a telephone (proportion of all households),TRUE
B25044_001,occupied_housing_vehicle_determined,,"Total occupied housing units, vehicles determined",,TRUE
B25044_002,total_owner_occ_housing_units_vehic,B25044_001,"Owner occupied housing units, vehicles determined (count)","Percent of owner occupied housing units, vehicles determined (proportion of all households with vehicles determined)",TRUE
B25044_003,owner_no_vehicle,B25044_002,Owner occupied households with no vehicles available (count),Percent of owner occupied households with no vehicle available (Porportion out of all owner occupied households),TRUE
B25044_009,total_renter_occ_vehicles,B25044_001,"Total renter occupied households, vehicles determined (count)","Percent of renter occupied housing units, vehicles determined (proportion of all households with vehicles determined)",TRUE
B25044_010,renter_no_vehicle,B25044_009,Renter occupied households with no vehicles available (count),Percent of renter occupied households with no vehicle available (Proportion of all renter occupied households),TRUE
B25064_001,median_rent,,Median monthly rent (dollars),,FALSE
B25070_001,renter_occupied,,Renter-occupied units,,TRUE
B25070_010,renter_occupied_cost_50_or_more,B25070_001,Renter-occupied households with rental costs 50% or more of income,Percent of renter-occupied households with rental costs 50% or more of income (proportion of all renter-occupied units),TRUE
B25077_001,med_home_val,,Median Home value (dollars),,FALSE
B25088_002,median_mortgage,,Median monthly housing costs for housing units with a mortgage (dollars),,FALSE
B25091_001,owner_occupied,,owner-occupied housing units,,TRUE
B25091_002,owner_occ_w_mortgage,B25091_001,Owner-occupied housing units with a mortgage (count),Percent of owner-occupied housing units with a mortgage (proportion of all owner-occupied housing),TRUE
B25091_011,owner_occupied_w_mortgage_cost_50_or_more,B25091_002,Owner-occupied households with a mortgate & with rental costs 50% or more of income,Percent of owner-occupied households with a mortgage and with rental costs 50% or more of income (proportion of all renter-occupied units),TRUE
B25091_013,owner_occ_wo_mortgage,B25091_001,Owner-occupied housing units without a mortgage (count),Percent of owner-occupied housing units without a mortgage (proportion of all owner-occupied housing),TRUE
B25091_022,owner_occ_wo_mortgage_cost_50_or_more,B25091_013,Owner-occupied households without a mortgate & with rental costs 50% or more of income,Percent of owner-occupied households without a mortgage and with rental costs 50% or more of income (proportion of all renter-occupied units),TRUE
B25129_001,total_occupied_housing_year,,"Occupied housing units, year determined (count)",,TRUE
B25129_002,total_owner_occ_housing_year,B25129_001,"Owner occupied housing units, tenure determined (count)","Percent of owner occupied housing units, tenure determined (proportion of all occupied housing units, tenure determined)",TRUE
B25129_003,owner_occupied_recent_move,B25129_002,Owner occupied housing with residents who recently moved in (2015 or later; count),Percent of owner occupied housing with residents who recently moved in (Proportion of all owner occupied housing),TRUE
B25129_038,total_renter_occ_housing_year,B25129_001,"Total renter occupied units, tenure determined (count)","Percent of renter occupied units, tenure determined (proportion of all occupied units, tenure determined)",TRUE
B25129_039,renter_occupied_recent_move,B25129_038,Renter occupied housing with residents who recently moved in (2015 or later; count),Percent of renter occupied housing with residents who recently moved in (proportion of all renter occupied housing),TRUE
B26001_001,group_quarters,,Persons in group a quarters (count),,TRUE
C24030_002,males_16_older_workforce,,Males 16 and older in the workforce (count),,TRUE
C24030_018,males_in_professional_occup,C24030_002,"Males 16 and older in a Professional, Scientific, or Technical occupations (count)","Percent of males 16 and older in a Professional, Scientific, And Technical occupation (proportion of all residents 16 and older)",TRUE
C24030_019,males_in_management,C24030_002,"Males 16 and older in a management, business, science, or arts occupation (count)","Percent of males 16 and older in a management, business, science, or arts occupation (proportion of all residents 16 and older)",TRUE
C24030_029,females_16_older_workforce,,Females 16 and older in the workforce,,TRUE
C24030_045,females_in_professional_occup,C24030_029,"Females 16 and older in a Professional, Scientific, or Technical occupations (count)","Percent of females 16 and older in a Professional, Scientific, And Technical occupation (proportion of all residents 16 and older)",TRUE
C24030_046,females_in_management,C24030_029,"Females 16 and older in a management, business, science, or arts occupation (count)","Percent of females 16 and older in a management, business, science, or arts occupation (proportion of all residents 16 and older)",TRUE
C24060_001,employed_pop_16_above,,Civilian employed population 16 and older (count),,TRUE
C24060_002,mgmt_busi_sci_arts_occup,C24060_001,"Residents 16 and older in a management, business, science, or arts occupation (count)","Percent of residents 16 and older in a management, business, science, or arts occupation (proportion of all residents 16 and older)",TRUE
B23001_001,age_16_plus,,Reidents 16 years and older (count),,TRUE
B23001_002,total_males_16_over_labor_force_det,,"Total males 16 and older, labor force involvement determined (count)",,TRUE
B23001_003,males_16_19,B23001_002,Total males 16 to 19 years old (count),Percent of males ages 16 to 19 (proportion of all males 16 and older),TRUE
B23001_008,males_16_19_unemployed,B23001_003,Total males 16 to 19 who are unemployed (count),Percent of males 16 to 19 who are unemployed (Proportion of males 16 to 19 years and older),TRUE
B23001_009,males_16_19_not_in_labor_force,B23001_003,Total males ages 16 to 19 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 16 to 19),TRUE
B23001_010,males_20_21,B23001_002,Total males 20 and 21 (count),Percent of males 20 and 21 (proportion of all males ages 16 and older),TRUE
B23001_015,males_20_21_unemployed,B23001_010,Total males 20 to 21 who are unemployed (count),Males 20 to 21 who are unemployed (Proportion of males 20 to 21 years old),TRUE
B23001_016,males_20_21_not_in_labor_force,B23001_010,Total males ages 20 to 21 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 20 to 21 with labor force determined),TRUE
B23001_017,males_22_24,B23001_002,Total males 22 to 24 (count),Percent of total males ages 22 through 24 (proportion of all males ages 16 and older),TRUE
B23001_022,males_22_24_unemployed,B23001_017,Total males 22 to 24 who are unemployed (count),Percent of males 22 to 24 who are unemployed (Proportion of all males ages 22 to 24),TRUE
B23001_023,males_22_24_not_in_labor_force,B23001_017,Total males ages 22 to 24 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 22 to 24 with labor force determined),TRUE
B23001_024,males_25_29,B23001_002,Total males ages 25 throuth 29,Percent of total males ages 25 through 29 (proportion of lal males ages 16 and older),TRUE
B23001_029,males_25_29_unemployed,B23001_024,Total males 25 to 29 who are unemployed (count),Percent of males 25 to 29 who are unemployed (Proportion of all males ages 25 to 29),TRUE
B23001_030,males_25_29_not_in_labor_force,B23001_024,Total males ages 25 to 29 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 25 to 29 with labor force determined),TRUE
B23001_031,males_30_34,B23001_002,Total males ages 30 to 34 (count),Percent of total males ages 30 to 34 (proportion of all males ages 16 and older),TRUE
B23001_036,males_30_34_unemployed,B23001_031,Total males 30 to 34 who are unemployed (count),Percent of males 30 to 34 who are unemployed (Proportion of all males ages 30 to 34),TRUE
B23001_037,males_30_34_not_in_labor_force,B23001_031,Total males ages 30 to 34 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 033 to 34 with labor force determined),TRUE
B23001_038,males_35_44,B23001_002,Total males ages 35 to 44 (count),Percent of total males ages 35 to 44 (proportion of all males ages 16 and older),TRUE
B23001_043,males_35_44_unemployed,B23001_038,Total males 35 to 44 who are unemployed (count),Percent of males 35 to 44 who are unemployed (Proportion of all males ages 35 to 44),TRUE
B23001_044,males_35_44_not_in_labor_force,B23001_038,Total males ages 35 to 44 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 35 to 44 with labor force determined),TRUE
B23001_045,males_45_54,B23001_002,Total males ages 45 to 54 (count),Percent of total males ages 45 to 54 (proportion of al males ages 16 and older),TRUE
B23001_050,males_45_54_unemployed,B23001_045,Total males 45 to 54 who are unemployed (count),Percent of males 45 to 54 who are unemployed (Proportion of all males ages 45 to 54),TRUE
B23001_051,males_45_54_not_in_labor_force,B23001_045,Total males ages 45 to 54 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 45 to 54 with labor force determined),TRUE
B23001_052,males_55_59,B23001_002,Total males ages 55 to 59 (count),Percent of total males ages 55 to 59 (proportion of all males ages 16 and older),TRUE
B23001_057,males_55_59_unemployed,B23001_052,Total males 55 to 59 who are unemployed (count),Percent of males 55 to 59 who are unemployed (Proportion of all males ages 55 to 59,TRUE
B23001_058,males_55_59_not_in_labor_force,B23001_052,Total males ages 55 to 59 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 55 to 59 with labor force determined),TRUE
B23001_059,males_60_61,B23001_002,Total males ages 60 to 61 (count),Percent of total males ages 60 and 61 (proportion of all males ages 16 and oldre),TRUE
B23001_064,males_60_61_unemployed,B23001_059,Total males 60 to 61 who are unemployed (count),Percent of males 60 to 61 who are unemployed (Proportion of all males ages 60 to 61),TRUE
B23001_065,males_60_61_not_in_labor_force,B23001_059,Total males ages 60 to 61 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 60 to 61 with labor force determined),TRUE
B23001_066,males_62_64,B23001_002,Total males ages 62 to 64 (count),Percent of total males ages 62 to 64 (proportion of all males ages 16 and older),TRUE
B23001_071,males_62_64_unemployed,B23001_066,Total males 62 to 64 who are unemployed (count),Percent of males 62 to 64 who are unemployed (Proportion of males ages 62 to 64),TRUE
B23001_072,males_62_64_not_in_labor_force,B23001_066,Total males ages 62 to 64 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 62 to 64 with labor force determined),TRUE
B23001_073,males_65_69,B23001_002,Total males ages 65 to 69 (count),Percent of total males ages 65 to 69 (proportion of all males ages 16 and older),TRUE
B23001_076,males_65_69_unemployed,B23001_073,Total males 65 to 69 who are unemployed (count),Percent of males 65 to 69 who are unemployed (Proportion of males ages 65 to 69),TRUE
B23001_077,males_65_69_not_in_labor_force,B23001_073,Total males ages 65 to 69 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 65 to 69 with labor force determined),TRUE
B23001_078,males_70_74,B23001_002,Total males ages 70 to 74 (count),Percent of total males ages 70 to 74 (proportion of all males ages 16 and older),TRUE
B23001_081,males_70_74_unemployed,B23001_078,Total males 70 to 74 who are unemployed (count),Total males 70 to 74 who are unemployed (Proportion of malesa ges 70 to 64,TRUE
B23001_082,males_70_74_not_in_labor_force,B23001_078,Total males ages 70 to 74 not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 70 to 74 with labor force determined),TRUE
B23001_083,males_75_older,B23001_002,Total males ages 75 and older (count),Percent of total males ages 75 and older (proportion of all males ages 16 and older),TRUE
B23001_086,males_75_unemployed,B23001_001,Total males 75 and older who are unemployed (count),Precent of males 75 and older who are unemployed (Proportion of males ages 75 and older),TRUE
B23001_087,males_75_older_not_in_labor_force,B23001_083,Total males ages 75 and older not in the labor force (count),Percent of total males not in the labor force (proportion of males ages 75 and older with labor force determined),TRUE
B23001_088,total_females_16_over_labor_force_det,B23001_001,Total females ages 16 and older (count),Percent of females ages 16 and older (proportion of all residents ages 16 and older),TRUE
B23001_089,females_16_19,B23001_088,Total females ages 16 to 19 (count),Percent of females ages 16 to 19 (proportion of all females ages 16 and older),TRUE
B23001_094,females_16_19_unemployed,B23001_089,Total females 16 to 19 who are unemployed (count),Percent of females 16 to 19 who are unemployed (Proportion of females ages 16 to 19),TRUE
B23001_095,females_16_19_not_in_labor_force,B23001_089,Total females ages 16 to 19 who are not in the labor force (count),Percent of females ages 16 to 19 who are not in the labor force (proportion of all females ages 16 to 19),TRUE
B23001_096,females_20_21,B23001_002,Total females ages 20 to 21 (count),Percent of females ages 20 and 21 (proportion of all females ages 16 and older),TRUE
B23001_101,females_20_21_unemployed,B23001_096,Total females 20 to 21 who are unemployed (count),Percent of females 20 to 21 who are unemployed (Proportion of females ages 20 to 21),TRUE
B23001_102,females_20_21_not_in_labor_force,B23001_096,Total females ages 21 and 21 who are not in the labor force (count),Percent of females ages 20 and 21 who are not in the labor force (proportion of all females ages 20 and 21),TRUE
B23001_103,females_22_24,B23001_088,Total females ages 22 to 24 (count),Percent of females ages 22 through 24 (proportion of all females ages 16 and older),TRUE
B23001_108,females_22_24_unemployed,B23001_103,Total females 22 to 24 who are unemployed (count),Percent of females 22 to 24 who are unemployed (Proportion of females ages 22 to 24),TRUE
B23001_109,females_22_24_not_in_labor_force,B23001_103,Total females ages 22 to 24 who are not in the labor force (count),Percent of females ages 22 to 24 who are not in the labor force (percent of all females ages 22 to 24),TRUE
B23001_110,females_25_29,B23001_088,Total females ages 25 to 29 (count),Percent of females ages 25 to 29 (proportion of all females ages 25 to 29),TRUE
B23001_115,females_25_29_unemployed,B23001_110,Total females 25 to 29 who are unemployed (count),Percent of females 25 to 29 who are unemployed (Proportion of females 16 years and older),TRUE
B23001_116,females_25_29_not_in_labor_force,B23001_110,Total females ages 25 to 29 who are not in the labor force (count),Percent of females ages 25 to 29 who are no in the labor force (proportion of all females ages 25 to 29),TRUE
B23001_117,females_30_34,B23001_088,Total females ages 30 to 34 (count),Percent of females ages 30 to 34 (proportion of all females ages 16 and older),TRUE
B23001_122,females_30_34_unemployed,B23001_117,Total females 30 to 34 who are unemployed (count),Percent of females 30 to 34 who are unemployed (Proportion of females 16 years and older),TRUE
B23001_123,females_30_34_not_in_labor_force,B23001_117,Total females ages 30 to 34 who are not in the labor force (count),Percent of females ages 30 to 34 who are not in the labor force (proportion of all females ages 30 to 34),TRUE
B23001_124,females_35_44,B23001_088,Total females ages 35 to 44 (count),Percent of females ages 35 to 44 (proportion of all females ages 35 to 44),TRUE
B23001_129,females_35_44_unemployed,B23001_124,Total females 35 to 44 who are unemployed (count),Percent of females 35 to 44 who are unemployed (Proportion of females 16 years and older),TRUE
B23001_130,females_35_44_not_in_labor_force,B23001_124,Total females ages 35 to 44 who are not in the labor force (count),Percent of females ages 35 to 44 who are not in the labor force (proportion of all females ages 35 to 44),TRUE
B23001_131,females_45_54,B23001_088,Total females ages 45 to 54 (count),Percent of females ages 45 to 54 (proportion of all females ages 16 and older),TRUE
B23001_136,females_45_54_unemployed,B23001_131,Total females 45 to 54 who are unemployed (count),Percent of females 45 to 54 who are unemployed (Proportion of females ages 45 to 54),TRUE
B23001_137,females_45_54_not_in_labor_force,B23001_131,Total females ages 45 to 54 who are not in the labor force (count),Percent of females ages 45 to 54 who are not in the labor force (percent of all females ages 45 to 54),TRUE
B23001_138,females_55_59,B23001_088,Total females ages 55 to 59 (count),Percent of females ages 55 to 59 (proportion of all females ages 16 and older),TRUE
B23001_143,females_55_59_unemployed,B23001_138,Total females 55 to 59 who are unemployed (count),Percent of females 55 to 59 who are unemployed (Proportion of females ages 55 to 59),TRUE
B23001_144,females_55_59_not_in_labor_force,B23001_138,Total females ages 55 to 59 who are not in the labor force (count),Percent of females ages 55 to 59 who are no in th labor force (proportion of all females ages 55 to 59),TRUE
B23001_145,females_60_61,B23001_088,Total females ages 60 to 61 (count),Percent of females ages 60 to 61 (proportion of all females ages 16 and older),TRUE
B23001_150,females_60_61_unemployed,B23001_145,Total females 60 to 61 who are unemployed (count),Percent of females 60 to 61 who are unemployed (Proportion of females 16 years and older),TRUE
B23001_151,females_60_61_not_in_labor_force,B23001_145,Total females ages 60 to 61 who are not in the labor force (count),Percent of females ages 60 to 61 who are not in the labor force (proportion of all females ages 60 to 61),TRUE
B23001_152,females_62_64,B23001_088,Total females ages 62 to 64 (count),Percent of females ages 62 to 64 (proportion of all females ages 16 and older),TRUE
B23001_157,females_62_64_unemployed,B23001_152,Total females 62 to 64 who are unemployed (count),Percent of females 62 to 64 who are unemployed (Proportion of females ages 62 to 64),TRUE
B23001_158,females_62_64_not_in_labor_force,B23001_152,Total females ages 62 to 64 who are not in the labor force (count),Percent of females ages 62 to 64 who are not in the labor force (proportion of all women ages 62 to 64),TRUE
B23001_159,females_65_69,B23001_088,Total females ages 65 to 69 (count),Percent of females ages 65 to 69 (proportion of all females age 16 and older),TRUE
B23001_162,females_65_69_unemployed,B23001_159,Total females 65 to 69 who are unemployed (count),Percent of females 65 to 69 who are unemployed (Proportion of females ages 65 to 69),TRUE
B23001_163,females_65_69_not_in_labor_force,B23001_159,Total females ages 65 to 69 who are not in the labor force (count),Percent of females ages 65 to 69 who are not in the labor force (proportion of all females ages 65 to 69),TRUE
B23001_164,females_70_74,B23001_088,Total females ages 70 to 74 (count),Percent of females ages 70 to 74 (proportion of all female ages 16 and older),TRUE
B23001_167,females_70_74_unemployed,B23001_167,Total females 70 to 74 who are unemployed (count),Percent of females 70 to 74 who are unemployed (Proportion of females ages 70 to 74),TRUE
B23001_168,females_70_74_not_in_labor_force,B23001_167,Total females ages 70 to 74 who are not in the labor force (count),Percent of females ages 70 to 74 who are no in the labor force (proportion of all females ages 70 to 74),TRUE
B23001_169,females_75_older,B23001_088,Total females age 75 and older (count),Percent of females ages 75 and older (proportion of all females age 16 and older),TRUE
B23001_172,females_75_unemployed,B23001_169,Females 75 and older who are unemployed (count),Percent of females 75 and older who are unemployed (Proportion of all females 75 years and older,TRUE
B23001_173,females_75_not_in_labor_force,B23001_169,Total females 75 and older who are not in the labor force (count),Percent of females 75 and older who are not in the labor force (proportion of all females ages 75 and older),TRUE
